Spicy Singapore Wings;71;If using wings, remove and discard tips, cut wings into 2 pieces at the joint. Broil chicken 20 to 25 minutes, or deep fat fry at 375 degrees for 10 to 12 minutes. Combine remaining ingredients. Brush sauce on wings or drummettes to coat evenly. Makes 14 to 20 hot appetizers.;medium;second course;40 m;If using wings, remove and discard tips, cut wings into 2 pieces at the joint. Broil chicken 20 to 25 minutes, or deep fat fry at 375 degrees for 10 to 12 minutes. Combine remaining ingredients. Brush sauce on wings or drummettes to coat evenly. Makes 14 to 20 hot appetizers.
Turkey Tenderloin Supreme;72;Melt butter in skillet on medium high. Add turkey and onion. Cook 5 minutes, turning occasionally. Stir in soup. Reduce heat. Cover. Simmer for 20 minutes. Remove turkey to platter. Add cheese to skillet. Stir until melted. Serve over turkey and rice or noodles.;advanced;second course;1h;Melt butter in skillet on medium high. Add turkey and onion. Cook 5 minutes, turning occasionally. Stir in soup. Reduce heat. Cover. Simmer for 20 minutes. Remove turkey to platter. Add cheese to skillet. Stir until melted. Serve over turkey and rice or noodles.
Peas;73;Thicken liquid from peas and onions. Add other ingredients.;advanced;second course;1h;Thicken liquid from peas and onions. Add other ingredients.
Saute Zucchini;74;Melt butter in skillet. Slice zucchini thin, Add garlic. Cover and simmer for 5 minutes. Sprinkle with parmesan cheese. Cover and cook 5 minutes longer.;beginner;second course;35 m;butter, zucchini, garlic, parmesan cheese
Spinach Souffle;75;Make white sauce using first 5 ingredients. Remove from heat. Stir in 3 beaten egg yolks. Add spinach. Fold in 3 stiffly beaten egg whites. Pore into a buttered dish. Bake at 400 degrees for 25 minutes. Serve at once.;beginner;second course;20 m;egg, spinach
Summer Squash;76;Boil squash until tender. Mash with butter, salt, pepper, worcestershire sauce, 2 eggs, cracker crumbs, onion and parmesan cheese. Put in casserole, top with paprika and bacon bits. Bake about 30 minutes.;beginner;second course;30 m;squash, butter, salt, pepper, 2 eggs, onion, parmesan cheese, paprika 
The Spinach;77;Thaw the spinach and wring as dry as possible in a kitchen towel. Put the butter and bacon into a large frying pan and saute until some of the fat is rendered. Add the onions and cook until pale golden. The bacon should not be crisp. Stir in the flour and milk cooking until thickened. Add nutmeg, rosemary, and beef stock base and blend well. Add the spinach and cook over medium heat for 5 minutes or so. Season to taste.;medium;second course;40 m;spinach, butter, bacon, onions, flour, milk, nutmeg, rosemary, beef 
Three Cheese Spinach;78;Combine onions and mushrooms in small microwave-safe bowl. Microwave 1 to 3 minutes or until onions are soft. Place spinach in 1 1/2 quart microwave-safe casserole. Cover and microwave 6 to 9 minutes, breaking up and rearranging every 3 minutes, until defrosted. Drain well. Add onion mixture to spinach, along with cottage cheese, parmesan cheese, eggs, salt and pepper. Stir well to blend. Microwave, uncovered, 8 to 11 minutes, rotating dish if necessary every 3 minutes, until misture is headted through and set. Sprinkle grated cheese over top and dust lightly with paprika. Microwave about 1 minute longer to melt cheese. Let stand 3 minutes before serving. Yields 6 to 8 servings.;advanced;second course;1h;onions, mushrooms, spinach, cheese, parmesan, eggs, salt, pepper, paprika
Beef Enchiladas;79;Saute beef with garlic, salt, vinegar, water, and chili powder. Stir in beans. Set aside. In hot oil in skillet saute garlic and onion until golden. Remove from heat, stir in flour, tomato sauce, vinegar, and hot bouillon. Bring to boil. Add chili powder, salt and pepper. Simmer 5 min. Preheat oven to 350 degrees. Place 1/3 cup filling in center of each tortilla which has been dipped in hot oil or sauce. Roll up, arrange seam down in baking dish. Pour sauce over all. Sprinkle with cheese. Bake about 25 minutes.;advanced;second course;50 m ;beef, garlic, salt, vinegar, water, chili, onion, flour, tomato sauce, vinegar, pepper
Beef Spinach Quiche;80;Melt butter, add onion. Cook until soft. Add meat, cook and drain. Squeeze spinach to remove liquid. In a bowl, mix beef, onion, spinach, and seasonings. Beat eggs with cream. Stir into meat. Pour into shell. Top with cheese. Bake for 30 minutes at 375 degrees. Let set 10 minutes before eating.;advanced;second course;40 m;butter, onion, spinach, beef
Broccoli Cheese Pie;81;Cut florets from broccoli in thin slices, peel tender stems and cut coarsely. Cook 5 minutes to tender. Combine eggs, milk, salt, pepper, pepper sauce, nutmeg, parsley and swiss cheese. Stir in broccoli. Turn into buttered 10 inch pie pan. Sprinkle with parmesan. Bake in 350 degree oven for 30-35 minutes. Cool 10 minutes. Serve with sliced tomatoes and hot biscuits.;medium;starters;40 m;broccoli, eggs, milk, salt, pepper, pepper sauce, nutmeg, parsley, cheese.
Cheese Strata;82;Arrange bread and cheese in alternate layers in greased baking dish. Bread on top and bottom. Combine eggs, milk, and seasonings. Pour over bread and cheese. Chill 1 hour. Bake 1 hour at 350 degrees or until set.;medium;starters;1h;bread, cheese, eggs, milk
Chicken Tamale Pie;83;Brown onion and bacon. Cook cornmeal, broth, eggs, salt, cayenne, and cumin until stiff. Add tomatoes, chicken, corn, oil, chili powder, bacon, onions, and sliced olives. Bake at 350 degrees for 1 1/2 hours. Cook and stir the following to make sauce: 1/4 pound melted butter, 2 tablespoons flour, 2 cups chicken broth, 1 tablespoon chili powder, 1 teaspoon cumin, 1 can hot sauce. Serve at table with tamale pie.;beginner;starters;35 m;onion, bacon, eggs, salt, cayenne, cumin, tomatoes, chicken, corn, oil, chili, olives, 1/4 butter, flour, 2 cups chicken broth, 1 tablespoon chili powder, 1 teaspoon cumin, tamale pie
Impossible Taco Pie;84;"Heat oven to 400 degrees. Grease pie plate, 10 x 1 1/2"". Cook and stir beef and onion until brown; drain. Stir in seasoning mix. Spread in plate, top with chilies. Beat milk, baking mix and eggs until smoth, 15 seconds in blender on high or 1 minute with hand beater. Pour into plate. Bake 25 minutes. Top with tomatoes and cheese. Bake until knife inserted between center and edge comes out clean, 8 to 10 minutes. Cool 5 minutes. Top with sour cream, tomatoes, lettuce and cheese if desired. Serves 6 to 8.";advanced;starters;1 h 10m ;beef, onion, milk, eggs, tomatoes, cheese, lettuce 
Sour Cream Enchiladas;85;Blend sour cream, onions, cumin, and cheese. Heat tortillas in oil to make them flexible. Put small amount of sauce in bottom of baking dish. Roll filling in tortillas. Place in pan. Put remained of sauce over top. Top with cheese. Bake at 375 degrees for 20 minutes. Make 6 servings. This recipe also works well for chicken enchiladas. Just add two cooked chicken breasts, cut into bite-size pieces.;medium;starters;30 m;sour cream, onions, cumin, cheese, tortillas, oil, sauce 
Spinach Fritatta;86;Wash spinach. Cover and steam 3 to 4 minutes, just until wilted. refresh under cold water, drain and squeeze out all moisture. Chop to 3/4 cup. Set aside. Fry bacon and crumble, set aside. Saute spinach, green onions, garlic, and basil in bacon drippings until soft and tender. Add salt and pepper. Beat eggs with water until frothy, pour over vegetables in skillet. Sprinkle bacon on top. Cook on medium heat until eggs are set. Lift edges of set portion and let uncooked egg flow beneath. Cook until done, about 7 to 8 minutes. Sprinkle with cheese. Place under broiler 2 or 3 minutes until eggs are completely set and cheese is bubbly. Serve with salsa.;advanced;starters;1h;spinach, bacon, crumble, onions, garlic, basil, salt, pepper, eggs, water, salsa
Zucchini-Ham Cheese Pie;87;Saute onion, garlic, and zucchini in oil about 5 minutes, until tender. Removed from heat. Add ham, cheese, sour cream, eggs, and seasoning. Spoon into baked pie shell. Melt 2 tablespoons butter. Mix with 1/2 cup bread crumbs and 1/4 cup grated parmesan. Sprinkle in 2 inch ring around filling. Bake 350 degrees at 45 to 50 minutes until set. Let stand 10 minutes before serving.;medium;starters;50 m;onion, garlic, zucchini, oil, ham, cheese, eggs, 2 tablespoons butter, 1/2 cup bread crumbs, 1/4 cup grated parmesan
Artichoke-Mozzarella Casserole;88;Heat the olive oil in a small frying pand and saute the onion, garlic, parsley and oregano in it until the onions are soften well. Beat the eggs and stir in the sauteed mixture, the artichoke hearts, bread crumbs, cheese, and salt. Add a dash of hot pepper liquid and stir to mix well. Preheat oven to 350 degrees. Turn into a lightly greased 9-inch square baking dish and bake for about 1/2 hour, or until set. Serves 4 to 6.;advanced;starters;1 h ;olive oil, onion, garlic, parsley, oregano, eggs, artichoke, bread, cheese, salt
